dataset,phylo_tp,phylo_fp,phylo_fn,phylo_multi_tp,phylo_multi_fp,phylo_multi_fn,tnet_tp,tnet_fp,tnet_fn,tnet_mul_tp,tnet_mul_fp,tnet_mul_fn,tnet_boot_tp,tnet_boot_fp,tnet_boot_fn
SEIR01_sl1000_mr025_nv5_9,3,0,6,7,2,2,8,1,1,8,1,1,6,1,3
SEIR01_sl1000_mr025_nv10_8,18,1,9,22,5,5,22,5,5,22,3,5,22,3,5
SEIR01_sl500_mr025_nv10_16,9,1,6,13,6,2,12,4,3,12,4,3,10,1,5
SEIR01_sl1000_mr025_nv10_1,16,1,12,27,5,1,26,3,2,24,3,4,24,0,4
SEIR01_sl1000_mr0125_nv10_7,30,1,9,38,9,1,35,4,4,35,2,4,33,0,6
SEIR01_sl1000_mr025_nv5_2,5,3,11,13,1,3,10,7,6,10,3,6,11,1,5
SEIR01_sl1000_mr025_nv10_20,10,3,7,14,5,3,13,4,4,14,3,3,12,3,5
SEIR01_sl1000_mr05_nv10_6,22,4,18,38,5,2,34,6,6,32,4,8,30,2,10
SEIR01_sl250_mr025_nv10_19,7,1,5,11,4,1,10,4,2,10,4,2,6,1,6
SEIR01_sl500_mr025_nv10_18,3,1,3,3,3,3,3,3,3,3,3,3,4,2,2
SEIR01_sl500_mr025_nv10_14,5,0,1,5,3,1,5,2,1,5,2,1,3,0,3
SEIR01_sl1000_mr025_nv10_6,4,0,3,5,1,2,5,2,2,5,2,2,4,1,3
SEIR01_sl1000_mr025_nv20_3,15,3,6,20,4,1,19,3,2,19,3,2,17,1,4
SEIR01_sl1000_mr025_nv5_5,17,1,34,46,11,5,33,21,18,32,7,19,25,1,26
SEIR01_sl250_mr025_nv10_18,22,6,10,29,3,3,25,11,7,21,7,11,21,0,11
SEIR01_sl1000_mr025_nv20_15,15,2,8,22,1,1,21,2,2,21,1,2,21,1,2
SEIR01_sl1000_mr025_nv20_10,4,1,5,6,2,3,6,3,3,6,1,3,6,1,3
SEIR01_sl1000_mr05_nv10_15,11,1,5,12,2,4,14,2,2,13,2,3,15,1,1
SEIR01_sl1000_mr025_nv10_4,33,4,19,51,1,1,46,7,6,40,3,12,44,1,8
SEIR01_sl1000_mr025_nv20_16,4,3,3,7,1,0,5,4,2,5,4,2,4,0,3
SEIR01_sl250_mr025_nv10_7,11,4,3,12,1,2,12,5,2,12,5,2,10,1,4
SEIR01_sl500_mr025_nv10_8,13,3,3,14,3,2,14,5,2,14,5,2,14,1,2
SEIR01_sl1000_mr0125_nv10_16,2,1,5,6,1,1,5,2,2,5,2,2,2,1,5
SEIR01_sl1000_mr0125_nv10_1,11,2,7,17,4,1,13,6,5,13,4,5,14,0,4
SEIR01_sl250_mr025_nv10_6,10,9,12,18,8,4,14,14,8,15,11,7,8,2,14
SEIR01_sl250_mr025_nv10_3,17,9,10,24,8,3,22,11,5,22,11,5,16,1,11
SEIR01_sl1000_mr025_nv5_1,24,2,17,38,8,3,31,10,10,28,6,13,30,2,11
SEIR01_sl250_mr025_nv10_13,2,2,4,3,5,3,4,3,2,3,3,3,0,1,6
SEIR01_sl250_mr025_nv10_15,6,4,1,7,1,0,7,3,0,6,4,1,4,0,3
SEIR01_sl1000_mr0125_nv10_18,35,3,10,42,5,3,40,7,5,40,6,5,36,0,9
SEIR01_sl1000_mr025_nv20_9,11,0,1,12,0,0,11,1,1,11,0,1,11,0,1
SEIR01_sl250_mr025_nv10_12,28,8,15,41,9,2,38,10,5,33,7,10,28,0,15
SEIR01_sl1000_mr025_nv20_7,11,0,6,16,2,1,15,2,2,14,2,3,14,0,3
SEIR01_sl1000_mr025_nv10_12,5,0,3,6,2,2,6,2,2,5,2,3,5,1,3
SEIR01_sl1000_mr025_nv20_18,23,2,3,23,2,3,23,3,3,23,3,3,23,3,3
SEIR01_sl1000_mr025_nv20_14,11,2,2,12,1,1,11,2,2,11,2,2,12,1,1
SEIR01_sl1000_mr025_nv20_5,27,2,6,31,2,2,28,5,5,28,5,5,27,1,6
SEIR01_sl1000_mr0125_nv10_5,38,1,9,46,4,1,42,7,5,41,5,6,41,0,6
SEIR01_sl1000_mr025_nv10_18,7,1,2,7,1,2,8,1,1,7,1,2,7,1,2
SEIR01_sl1000_mr0125_nv10_11,10,0,3,12,3,1,12,1,1,12,1,1,9,1,4
SEIR01_sl1000_mr05_nv10_1,6,1,7,10,1,3,9,4,4,9,2,4,10,1,3
SEIR01_sl1000_mr025_nv20_4,6,1,2,6,2,2,6,2,2,6,2,2,5,2,3
SEIR01_sl1000_mr05_nv10_9,17,1,9,24,1,2,24,2,2,24,2,2,21,1,5
SEIR01_sl1000_mr025_nv5_16,10,1,8,16,1,2,17,1,1,17,1,1,16,0,2
SEIR01_sl1000_mr05_nv10_8,7,1,1,7,1,1,7,1,1,7,1,1,7,1,1
SEIR01_sl1000_mr05_nv10_5,14,2,4,16,3,2,16,2,2,16,2,2,16,2,2
SEIR01_sl250_mr025_nv10_14,23,16,23,35,18,11,23,28,23,23,18,23,25,4,21
SEIR01_sl1000_mr025_nv10_5,33,2,11,43,9,1,38,7,6,36,4,8,31,1,13
SEIR01_sl1000_mr025_nv5_11,9,2,10,15,3,4,15,5,4,12,3,7,11,0,8
SEIR01_sl1000_mr05_nv10_3,15,2,10,19,10,6,21,4,4,20,2,5,17,2,8
SEIR01_sl500_mr025_nv10_11,11,3,6,14,4,3,14,5,3,14,5,3,14,1,3
SEIR01_sl1000_mr0125_nv10_20,21,2,4,23,1,2,22,4,3,22,1,3,23,1,2
SEIR01_sl1000_mr025_nv5_17,4,1,7,8,1,3,9,2,2,9,2,2,10,1,1
SEIR01_sl500_mr025_nv10_17,2,1,4,6,3,0,2,5,4,2,4,4,2,1,4
SEIR01_sl1000_mr025_nv10_3,33,3,16,44,4,5,41,9,8,39,8,10,41,2,8
SEIR01_sl1000_mr05_nv10_4,7,2,4,9,5,2,8,4,3,8,4,3,8,0,3
SEIR01_sl1000_mr025_nv5_4,26,3,24,42,13,8,38,12,12,35,7,15,31,3,19
SEIR01_sl1000_mr025_nv5_19,40,1,18,57,7,1,54,4,4,53,3,5,49,1,9
SEIR01_sl500_mr025_nv10_13,10,2,10,17,3,3,14,8,6,14,6,6,13,0,7
SEIR01_sl1000_mr0125_nv10_19,20,1,10,27,3,3,25,5,5,25,3,5,23,0,7
SEIR01_sl1000_mr025_nv20_19,48,3,5,50,3,3,50,3,3,50,3,3,49,3,4
SEIR01_sl250_mr025_nv10_10,11,5,6,14,9,3,14,5,3,14,5,3,8,1,9
SEIR01_sl1000_mr025_nv20_2,28,2,14,39,4,3,38,5,4,38,4,4,36,3,6
SEIR01_sl1000_mr025_nv10_2,16,2,6,21,2,1,20,4,2,21,3,1,19,2,3
SEIR01_sl1000_mr025_nv10_10,7,3,2,8,2,1,7,2,2,7,2,2,7,1,2
SEIR01_sl1000_mr05_nv10_2,7,1,1,7,1,1,8,1,0,8,1,0,7,1,1
SEIR01_sl1000_mr025_nv5_12,6,2,13,14,4,5,15,4,4,12,4,7,11,2,8
SEIR01_sl500_mr025_nv10_12,38,3,13,47,8,4,48,4,3,43,3,8,43,1,8
SEIR01_sl250_mr025_nv10_11,8,4,8,13,5,3,13,7,3,13,4,3,10,1,6
SEIR01_sl1000_mr025_nv20_12,14,1,4,17,1,1,16,2,2,16,1,2,15,0,3
SEIR01_sl1000_mr05_nv10_11,22,5,10,30,3,2,25,10,7,25,8,7,26,2,6
