dataset,phylo_prec,phylo_rec,phylo_f1,phylo_complex_prec,phylo_complex_rec,phylo_complex_f1,tnet_prec,tnet_rec,tnet_f1
SEIR01_sl250_mr025_nv10_14,0.923,0.261,0.407,0.8,0.348,0.485,0.846,0.478,0.611
SEIR01_sl250_mr025_nv10_15,0,0,0,1.0,0.429,0.6,1.0,0.571,0.727
SEIR01_sl250_mr025_nv10_16,1.0,0.087,0.16,0.941,0.348,0.508,1.0,0.348,0.516
SEIR01_sl250_mr025_nv10_17,0,0,0,0.5,0.125,0.2,0.5,0.125,0.2
SEIR01_sl250_mr025_nv10_18,1.0,0.25,0.4,1.0,0.469,0.638,1.0,0.531,0.694
SEIR01_sl250_mr025_nv10_19,1.0,0.25,0.4,1.0,0.417,0.588,1.0,0.417,0.588
SEIR01_sl250_mr025_nv10_2,1.0,0.071,0.133,0.667,0.143,0.235,0.857,0.429,0.571
SEIR01_sl250_mr025_nv10_20,1.0,0.111,0.2,1.0,0.444,0.615,0.889,0.444,0.593
SEIR01_sl250_mr025_nv10_3,1.0,0.296,0.457,1.0,0.407,0.579,0.938,0.556,0.698
SEIR01_sl250_mr025_nv10_4,1.0,0.429,0.6,1.0,0.5,0.667,1.0,0.571,0.727
SEIR01_sl250_mr025_nv10_5,1.0,0.244,0.392,0.9,0.439,0.59,0.955,0.512,0.667
SEIR01_sl250_mr025_nv10_6,1.0,0.182,0.308,0.778,0.318,0.452,0.8,0.364,0.5
SEIR01_sl250_mr025_nv10_7,0.667,0.143,0.235,0.8,0.571,0.667,0.909,0.714,0.8
SEIR01_sl250_mr025_nv10_8,1.0,0.176,0.3,0.882,0.441,0.588,1.0,0.559,0.717
SEIR01_sl250_mr025_nv10_9,1.0,0.443,0.614,1.0,0.623,0.768,1.0,0.623,0.768
SEIR01_sl500_mr025_nv10_1,1.0,0.1,0.182,1.0,0.3,0.462,0.857,0.6,0.706
SEIR01_sl500_mr025_nv10_10,1.0,0.571,0.727,1.0,0.643,0.783,0.75,0.643,0.692
SEIR01_sl500_mr025_nv10_11,1.0,0.471,0.64,0.909,0.588,0.714,1.0,0.706,0.828
SEIR01_sl500_mr025_nv10_12,1.0,0.706,0.828,0.974,0.745,0.844,0.976,0.784,0.87
SEIR01_sl500_mr025_nv10_13,1.0,0.55,0.71,1.0,0.7,0.824,1.0,0.65,0.788
SEIR01_sl500_mr025_nv10_14,1.0,0.167,0.286,1.0,0.167,0.286,1.0,0.333,0.5
SEIR01_sl500_mr025_nv10_15,1.0,0.621,0.766,1.0,0.621,0.766,1.0,0.69,0.816
SEIR01_sl500_mr025_nv10_16,1.0,0.533,0.696,0.9,0.6,0.72,1.0,0.6,0.75
SEIR01_sl500_mr025_nv10_17,1.0,0.167,0.286,1.0,0.167,0.286,0.667,0.333,0.444
SEIR01_sl500_mr025_nv10_18,1.0,0.5,0.667,1.0,0.667,0.8,0.6,0.5,0.545
SEIR01_sl500_mr025_nv10_19,0.667,0.25,0.364,0.667,0.25,0.364,1.0,0.625,0.769
SEIR01_sl500_mr025_nv10_2,1.0,0.25,0.4,0.75,0.375,0.5,0.8,0.5,0.615
SEIR01_sl500_mr025_nv10_20,0.952,0.625,0.755,0.952,0.625,0.755,0.905,0.594,0.717
SEIR01_sl500_mr025_nv10_3,1.0,0.619,0.765,1.0,0.714,0.833,1.0,0.714,0.833
SEIR01_sl500_mr025_nv10_4,0,0,0,1.0,0.286,0.444,0.8,0.571,0.667
SEIR01_sl500_mr025_nv10_5,1.0,0.2,0.333,1.0,0.2,0.333,1.0,0.2,0.333
SEIR01_sl500_mr025_nv10_6,0.964,0.509,0.667,0.975,0.736,0.839,0.977,0.792,0.875
SEIR01_sl500_mr025_nv10_7,1.0,0.647,0.786,1.0,0.676,0.807,0.962,0.735,0.833
SEIR01_sl500_mr025_nv10_8,1.0,0.312,0.476,0.875,0.438,0.583,0.929,0.812,0.867
SEIR01_sl500_mr025_nv10_9,1.0,0.667,0.8,0.875,0.778,0.824,0.875,0.778,0.824
SIR003_sl1000_mr025_nv10_1,0.8,0.571,0.667,0.727,0.571,0.64,0.727,0.571,0.64
SIR003_sl1000_mr025_nv10_10,0.9,0.692,0.783,0.909,0.769,0.833,1.0,0.846,0.917
SIR003_sl1000_mr025_nv10_11,0.696,0.533,0.604,0.696,0.533,0.604,0.85,0.567,0.68
SIR003_sl1000_mr025_nv10_12,0.909,0.612,0.732,0.889,0.653,0.753,0.939,0.633,0.756
SIR003_sl1000_mr025_nv10_13,0.6,0.273,0.375,0.667,0.364,0.471,0.667,0.364,0.471
SIR003_sl1000_mr025_nv10_14,1.0,0.6,0.75,1.0,0.6,0.75,0.9,0.6,0.72
SIR003_sl1000_mr025_nv10_15,0.933,0.583,0.718,0.933,0.583,0.718,0.929,0.542,0.684
SIR003_sl1000_mr025_nv10_16,0.8,0.471,0.593,0.818,0.529,0.643,1.0,0.529,0.692
SIR003_sl1000_mr025_nv10_17,0.929,0.565,0.703,0.933,0.609,0.737,0.941,0.696,0.8
SIR003_sl1000_mr025_nv10_18,1.0,0.4,0.571,1.0,0.4,0.571,1.0,1.0,1.0
SIR003_sl1000_mr025_nv10_19,0.769,0.417,0.541,0.786,0.458,0.579,0.857,0.5,0.632
SIR003_sl1000_mr025_nv10_2,1.0,0.526,0.69,1.0,0.579,0.733,1.0,0.579,0.733
SIR003_sl1000_mr025_nv10_20,1.0,0.444,0.615,1.0,0.444,0.615,0.8,0.444,0.571
SIR003_sl1000_mr025_nv10_3,1.0,0.577,0.732,1.0,0.577,0.732,1.0,0.654,0.791
SIR003_sl1000_mr025_nv10_4,0.895,0.548,0.68,0.895,0.548,0.68,0.895,0.548,0.68
SIR003_sl1000_mr025_nv10_5,1.0,0.286,0.444,1.0,0.286,0.444,0.8,0.571,0.667
SIR003_sl1000_mr025_nv10_6,0.923,0.522,0.667,0.933,0.609,0.737,0.857,0.522,0.649
SIR003_sl1000_mr025_nv10_7,0.857,0.375,0.522,0.857,0.375,0.522,1.0,0.5,0.667
SIR003_sl1000_mr025_nv10_8,0.9,0.6,0.72,0.9,0.6,0.72,0.909,0.667,0.769
SIR003_sl1000_mr025_nv10_9,0.846,0.393,0.537,0.857,0.429,0.571,0.875,0.5,0.636
SIR003_sl1000_mr05_nv10_1,1.0,0.588,0.741,1.0,0.588,0.741,0.917,0.647,0.759
SIR003_sl1000_mr05_nv10_10,1.0,0.692,0.818,1.0,0.769,0.87,1.0,0.769,0.87
SIR003_sl1000_mr05_nv10_11,0.8,0.457,0.582,0.81,0.486,0.607,0.85,0.486,0.618
SIR003_sl1000_mr05_nv10_12,0.841,0.673,0.747,0.848,0.709,0.772,0.927,0.691,0.792
SIR003_sl1000_mr05_nv10_13,0.854,0.625,0.722,0.857,0.643,0.735,0.923,0.643,0.758
SIR003_sl1000_mr05_nv10_14,1.0,0.8,0.889,1.0,0.8,0.889,1.0,0.8,0.889
SIR003_sl1000_mr05_nv10_15,0.9,0.692,0.783,0.9,0.692,0.783,0.9,0.692,0.783
SIR003_sl1000_mr05_nv10_16,0.9,0.36,0.514,0.909,0.4,0.556,0.923,0.48,0.632
SIR003_sl1000_mr05_nv10_17,0.75,0.429,0.545,0.75,0.429,0.545,0.833,0.357,0.5
SIR003_sl1000_mr05_nv10_18,1.0,0.522,0.686,1.0,0.522,0.686,0.778,0.609,0.683
SIR003_sl1000_mr05_nv10_19,0.955,0.568,0.712,0.958,0.622,0.754,0.962,0.676,0.794
SIR003_sl1000_mr05_nv10_2,0.889,0.533,0.667,0.889,0.533,0.667,0.917,0.733,0.815
SIR003_sl1000_mr05_nv10_20,0.6,0.333,0.429,0.6,0.333,0.429,1.0,0.222,0.364
SIR003_sl1000_mr05_nv10_3,0.875,0.7,0.778,0.875,0.7,0.778,0.857,0.6,0.706
SIR003_sl1000_mr05_nv10_4,1.0,0.462,0.632,0.875,0.538,0.667,0.909,0.769,0.833
SIR003_sl1000_mr05_nv10_5,0.704,0.413,0.521,0.724,0.457,0.56,0.741,0.435,0.548
SIR003_sl1000_mr05_nv10_6,0.857,0.286,0.429,0.818,0.429,0.562,0.833,0.476,0.606
SIR003_sl1000_mr05_nv10_7,0.895,0.739,0.81,0.895,0.739,0.81,0.9,0.783,0.837
SIR003_sl1000_mr05_nv10_8,0.85,0.739,0.791,0.85,0.739,0.791,0.857,0.652,0.741
SIR003_sl1000_mr05_nv10_9,0.733,0.367,0.489,0.706,0.4,0.511,0.867,0.433,0.578
SIR003_sl1000_mr05_nv20_1,0.913,0.6,0.724,0.917,0.629,0.746,0.917,0.629,0.746
SIR003_sl1000_mr05_nv20_10,0.889,0.769,0.825,0.891,0.788,0.837,0.952,0.769,0.851
SIR003_sl1000_mr05_nv20_11,1.0,0.4,0.571,1.0,0.4,0.571,1.0,0.4,0.571
SIR003_sl1000_mr05_nv20_12,0.892,0.6,0.717,0.9,0.655,0.758,0.919,0.618,0.739
SIR003_sl1000_mr05_nv20_13,0.811,0.556,0.659,0.811,0.556,0.659,0.967,0.537,0.69
SIR003_sl1000_mr05_nv20_14,1.0,0.7,0.824,1.0,0.8,0.889,1.0,0.9,0.947
SIR003_sl1000_mr05_nv20_15,0.857,0.632,0.727,0.857,0.632,0.727,0.857,0.632,0.727
SIR003_sl1000_mr05_nv20_16,0.903,0.651,0.757,0.879,0.674,0.763,0.909,0.698,0.789
SIR003_sl1000_mr05_nv20_17,0.714,0.5,0.588,0.744,0.58,0.652,0.879,0.58,0.699
SIR003_sl1000_mr05_nv20_18,0.84,0.553,0.667,0.852,0.605,0.708,0.885,0.605,0.719
SIR003_sl1000_mr05_nv20_19,0.852,0.622,0.719,0.857,0.649,0.738,0.857,0.649,0.738
SIR003_sl1000_mr05_nv20_2,0.938,0.612,0.741,0.912,0.633,0.747,0.909,0.612,0.732
SIR003_sl1000_mr05_nv20_20,0.833,0.714,0.769,0.833,0.714,0.769,0.857,0.857,0.857
SIR003_sl1000_mr05_nv20_3,1.0,0.385,0.556,1.0,0.538,0.7,0.875,0.538,0.667
SIR003_sl1000_mr05_nv20_4,0.87,0.625,0.727,0.87,0.625,0.727,0.88,0.688,0.772
SIR003_sl1000_mr05_nv20_5,0.938,0.625,0.75,0.938,0.625,0.75,0.938,0.625,0.75
SIR003_sl1000_mr05_nv20_6,0.818,0.643,0.72,0.833,0.714,0.769,0.909,0.714,0.8
SIR003_sl1000_mr05_nv20_7,1.0,0.167,0.286,1.0,0.417,0.588,1.0,0.5,0.667
SIR003_sl1000_mr05_nv20_8,0.824,0.519,0.636,0.833,0.556,0.667,0.882,0.556,0.682
SIR003_sl1000_mr05_nv20_9,0.818,0.45,0.581,0.846,0.55,0.667,0.867,0.65,0.743
SIR003_sl1000_mr05_nv5_1,0.824,0.4,0.538,0.85,0.486,0.618,0.864,0.543,0.667
SIR003_sl1000_mr05_nv5_10,0.88,0.537,0.667,0.88,0.537,0.667,0.926,0.61,0.735
SIR003_sl1000_mr05_nv5_11,0.912,0.5,0.646,0.892,0.532,0.667,0.969,0.5,0.66
SIR003_sl1000_mr05_nv5_12,1.0,0.333,0.5,1.0,0.333,0.5,1.0,0.5,0.667
SIR003_sl1000_mr05_nv5_13,0.75,0.273,0.4,0.75,0.273,0.4,0.75,0.273,0.4
SIR003_sl1000_mr05_nv5_14,1.0,0.345,0.513,1.0,0.414,0.585,1.0,0.448,0.619
SIR003_sl1000_mr05_nv5_15,0.857,0.484,0.619,0.865,0.516,0.646,0.875,0.452,0.596
SIR003_sl1000_mr05_nv5_16,0.5,0.167,0.25,0.5,0.167,0.25,0.75,0.5,0.6
SIR003_sl1000_mr05_nv5_17,0.781,0.521,0.625,0.781,0.521,0.625,0.818,0.375,0.514
SIR003_sl1000_mr05_nv5_18,0.875,0.438,0.583,0.875,0.438,0.583,0.833,0.625,0.714
SIR003_sl1000_mr05_nv5_19,0.789,0.441,0.566,0.739,0.5,0.596,0.778,0.412,0.538
SIR003_sl1000_mr05_nv5_2,0.667,0.333,0.444,0.667,0.333,0.444,0.7,0.583,0.636
SIR003_sl1000_mr05_nv5_20,1.0,0.385,0.556,1.0,0.385,0.556,1.0,0.538,0.7
SIR003_sl1000_mr05_nv5_3,0.8,0.5,0.615,0.8,0.5,0.615,0.8,0.5,0.615
SIR003_sl1000_mr05_nv5_4,1.0,0.5,0.667,1.0,0.571,0.727,1.0,0.571,0.727
SIR003_sl1000_mr05_nv5_5,1.0,0.364,0.533,1.0,0.364,0.533,1.0,0.364,0.533
SIR003_sl1000_mr05_nv5_6,0.8,0.364,0.5,0.667,0.364,0.471,1.0,0.364,0.533
SIR003_sl1000_mr05_nv5_7,0.703,0.351,0.468,0.718,0.378,0.496,0.933,0.378,0.538
SIR003_sl1000_mr05_nv5_8,0.9,0.36,0.514,0.9,0.36,0.514,0.909,0.4,0.556
SIR003_sl1000_mr05_nv5_9,0.846,0.458,0.595,0.857,0.5,0.632,1.0,0.458,0.629
SIR003_sl1000_mr1_nv10_1,1.0,0.706,0.828,1.0,0.706,0.828,1.0,0.647,0.786
SIR003_sl1000_mr1_nv10_10,0.857,0.545,0.667,0.857,0.545,0.667,0.857,0.545,0.667
SIR003_sl1000_mr1_nv10_11,1.0,0.6,0.75,1.0,0.6,0.75,1.0,0.6,0.75
SIR003_sl1000_mr1_nv10_12,1.0,0.333,0.5,1.0,0.37,0.541,0.909,0.37,0.526
SIR003_sl1000_mr1_nv10_13,0.5,0.167,0.25,0.667,0.333,0.444,0.667,0.333,0.444
SIR003_sl1000_mr1_nv10_14,0.833,0.556,0.667,0.846,0.611,0.71,0.913,0.583,0.712
SIR003_sl1000_mr1_nv10_15,0.833,0.455,0.588,0.833,0.455,0.588,0.875,0.636,0.737
SIR003_sl1000_mr1_nv10_16,0.9,0.45,0.6,0.9,0.45,0.6,0.8,0.4,0.533
SIR003_sl1000_mr1_nv10_17,0.944,0.531,0.68,0.944,0.531,0.68,1.0,0.531,0.694
SIR003_sl1000_mr1_nv10_18,0.773,0.515,0.618,0.783,0.545,0.643,0.84,0.636,0.724
SIR003_sl1000_mr1_nv10_19,0.805,0.516,0.629,0.786,0.516,0.623,0.846,0.516,0.641
SIR003_sl1000_mr1_nv10_2,0.744,0.46,0.569,0.723,0.54,0.618,0.8,0.508,0.621
SIR003_sl1000_mr1_nv10_20,0.848,0.565,0.678,0.851,0.58,0.69,0.949,0.536,0.685
SIR003_sl1000_mr1_nv10_3,0.923,0.522,0.667,0.941,0.696,0.8,0.944,0.739,0.829
SIR003_sl1000_mr1_nv10_4,0.8,0.552,0.653,0.81,0.586,0.68,0.947,0.621,0.75
SIR003_sl1000_mr1_nv10_5,1.0,0.444,0.615,1.0,0.444,0.615,1.0,0.444,0.615
SIR003_sl1000_mr1_nv10_6,0.75,0.5,0.6,0.773,0.567,0.654,0.857,0.6,0.706
SIR003_sl1000_mr1_nv10_7,0.714,0.625,0.667,0.714,0.625,0.667,0.857,0.75,0.8
SIR003_sl1000_mr1_nv10_8,0.739,0.486,0.586,0.76,0.543,0.633,0.95,0.543,0.691
SIR003_sl1000_mr1_nv10_9,1.0,0.556,0.714,1.0,0.556,0.714,1.0,0.556,0.714
SIR003_sl250_mr05_nv10_1,1.0,0.438,0.609,0.933,0.438,0.596,0.938,0.469,0.625
SIR003_sl250_mr05_nv10_10,1.0,0.105,0.19,0.857,0.316,0.462,1.0,0.368,0.538
SIR003_sl250_mr05_nv10_11,0,0,0,1.0,0.167,0.286,1.0,0.25,0.4
SIR003_sl250_mr05_nv10_12,1.0,0.077,0.143,1.0,0.308,0.471,1.0,0.385,0.556
SIR003_sl250_mr05_nv10_13,0,0,0,0,0,0,0,0,0
SIR003_sl250_mr05_nv10_14,1.0,0.25,0.4,1.0,0.5,0.667,1.0,0.625,0.769
SIR003_sl250_mr05_nv10_15,0,0,0,1.0,0.125,0.222,1.0,0.375,0.545
SIR003_sl250_mr05_nv10_16,0,0,0,1.0,0.091,0.167,1.0,0.364,0.533
SIR003_sl250_mr05_nv10_17,1.0,0.178,0.302,0.889,0.356,0.508,1.0,0.356,0.525
SIR003_sl250_mr05_nv10_18,1.0,0.111,0.2,1.0,0.259,0.412,1.0,0.259,0.412
SIR003_sl250_mr05_nv10_19,1.0,0.12,0.214,0.6,0.12,0.2,0.778,0.28,0.412
SIR003_sl250_mr05_nv10_2,1.0,0.357,0.526,1.0,0.357,0.526,1.0,0.571,0.727
SIR003_sl250_mr05_nv10_20,0.889,0.195,0.32,0.909,0.244,0.385,0.818,0.22,0.346
SIR003_sl250_mr05_nv10_3,1.0,0.273,0.429,1.0,0.364,0.533,1.0,0.5,0.667
SIR003_sl250_mr05_nv10_4,1.0,0.167,0.286,1.0,0.333,0.5,1.0,0.417,0.588
SIR003_sl250_mr05_nv10_5,1.0,0.182,0.308,1.0,0.318,0.483,1.0,0.318,0.483
SIR003_sl250_mr05_nv10_6,0.875,0.212,0.341,0.857,0.364,0.511,0.929,0.394,0.553
SIR003_sl250_mr05_nv10_7,0.714,0.109,0.189,0.812,0.283,0.419,0.857,0.261,0.4
SIR003_sl250_mr05_nv10_8,1.0,0.176,0.3,1.0,0.412,0.583,0.875,0.412,0.56
SIR003_sl250_mr05_nv10_9,0,0,0,0,0,0,0.75,0.333,0.462
SIR003_sl500_mr05_nv10_1,0.8,0.571,0.667,0.8,0.571,0.667,0.8,0.571,0.667
SIR003_sl500_mr05_nv10_10,1.0,0.282,0.44,0.929,0.333,0.491,1.0,0.282,0.44
SIR003_sl500_mr05_nv10_11,1.0,0.167,0.286,1.0,0.167,0.286,0.75,0.5,0.6
SIR003_sl500_mr05_nv10_12,0.846,0.423,0.564,0.882,0.577,0.698,0.867,0.5,0.634
SIR003_sl500_mr05_nv10_13,0.81,0.354,0.493,0.852,0.479,0.613,0.867,0.542,0.667
SIR003_sl500_mr05_nv10_14,0.846,0.333,0.478,0.857,0.364,0.511,0.833,0.455,0.588
SIR003_sl500_mr05_nv10_15,0.833,0.263,0.4,0.833,0.263,0.4,1.0,0.421,0.593
SIR003_sl500_mr05_nv10_16,0.714,0.417,0.526,0.714,0.417,0.526,0.7,0.583,0.636
SIR003_sl500_mr05_nv10_17,0.857,0.6,0.706,0.857,0.6,0.706,0.75,0.6,0.667
SIR003_sl500_mr05_nv10_18,1.0,0.308,0.471,1.0,0.308,0.471,1.0,0.462,0.632
SIR003_sl500_mr05_nv10_19,0.921,0.583,0.714,0.925,0.617,0.74,0.917,0.55,0.687
SIR003_sl500_mr05_nv10_2,0.895,0.5,0.642,0.905,0.559,0.691,0.95,0.559,0.704
SIR003_sl500_mr05_nv10_20,0.667,0.5,0.571,0.667,0.5,0.571,0.571,0.5,0.533
SIR003_sl500_mr05_nv10_3,1.0,0.483,0.651,1.0,0.621,0.766,1.0,0.655,0.792
SIR003_sl500_mr05_nv10_4,0.889,0.308,0.457,0.833,0.385,0.526,0.933,0.538,0.683
SIR003_sl500_mr05_nv10_5,1.0,0.3,0.462,1.0,0.5,0.667,1.0,0.4,0.571
SIR003_sl500_mr05_nv10_6,0.846,0.524,0.647,0.857,0.571,0.686,0.818,0.429,0.562
SIR003_sl500_mr05_nv10_7,1.0,0.278,0.435,1.0,0.444,0.615,1.0,0.5,0.667
SIR003_sl500_mr05_nv10_8,1.0,0.267,0.421,1.0,0.267,0.421,1.0,0.4,0.571
SIR003_sl500_mr05_nv10_9,1.0,0.429,0.6,1.0,0.429,0.6,1.0,0.429,0.6
SIR01_sl1000_mr075_nv10_1,0.941,0.561,0.703,0.946,0.614,0.745,0.947,0.632,0.758
SIR01_sl1000_mr075_nv10_10,1.0,0.75,0.857,1.0,0.75,0.857,1.0,0.875,0.933
SIR01_sl1000_mr075_nv10_11,1.0,0.429,0.6,1.0,0.571,0.727,1.0,0.857,0.923
SIR01_sl1000_mr075_nv10_12,1.0,0.4,0.571,1.0,0.5,0.667,1.0,0.7,0.824
SIR01_sl1000_mr075_nv10_13,0.5,0.286,0.364,0.5,0.286,0.364,0.75,0.214,0.333
SIR01_sl1000_mr075_nv10_14,1.0,0.571,0.727,1.0,0.571,0.727,0.8,0.571,0.667
SIR01_sl1000_mr075_nv10_15,1.0,0.5,0.667,1.0,0.5,0.667,1.0,0.667,0.8
SIR01_sl1000_mr075_nv10_16,0.818,0.5,0.621,0.818,0.5,0.621,0.917,0.611,0.733
SIR01_sl1000_mr075_nv10_17,0.868,0.465,0.606,0.878,0.507,0.643,0.939,0.437,0.596
SIR01_sl1000_mr075_nv10_18,0.9,0.818,0.857,0.9,0.818,0.857,0.9,0.818,0.857
SIR01_sl1000_mr075_nv10_19,0.429,0.273,0.333,0.429,0.273,0.333,1.0,0.182,0.308
SIR01_sl1000_mr075_nv10_2,1.0,0.364,0.533,1.0,0.455,0.625,0.875,0.636,0.737
SIR01_sl1000_mr075_nv10_20,0.875,0.467,0.609,0.875,0.467,0.609,0.87,0.667,0.755
SIR01_sl1000_mr075_nv10_3,0.714,0.455,0.556,0.714,0.455,0.556,0.833,0.455,0.588
SIR01_sl1000_mr075_nv10_4,0.857,0.474,0.61,0.864,0.5,0.633,0.955,0.553,0.7
SIR01_sl1000_mr075_nv10_5,0.894,0.656,0.757,0.906,0.75,0.821,0.933,0.656,0.771
SIR01_sl1000_mr075_nv10_6,0.667,0.25,0.364,0.667,0.25,0.364,0.667,0.25,0.364
SIR01_sl1000_mr075_nv10_7,0.955,0.875,0.913,0.955,0.875,0.913,0.955,0.875,0.913
SIR01_sl1000_mr075_nv10_8,1.0,0.625,0.769,1.0,0.625,0.769,1.0,0.625,0.769
SIR01_sl1000_mr075_nv10_9,0.778,0.519,0.622,0.778,0.519,0.622,0.875,0.519,0.651
SIR01_sl1000_mr15_nv10_10,0.75,0.375,0.5,0.765,0.406,0.531,0.933,0.438,0.596
SIR01_sl1000_mr15_nv10_11,1.0,0.5,0.667,1.0,0.5,0.667,1.0,0.583,0.737
SIR01_sl1000_mr15_nv10_12,0.667,0.333,0.444,0.667,0.333,0.444,0.846,0.458,0.595
SIR01_sl1000_mr15_nv10_14,1.0,0.5,0.667,1.0,0.5,0.667,1.0,0.875,0.933
SIR01_sl1000_mr15_nv10_15,0.7,0.368,0.483,0.696,0.421,0.525,0.789,0.395,0.526
SIR01_sl1000_mr15_nv10_16,1.0,0.429,0.6,1.0,0.714,0.833,0.833,0.714,0.769
SIR01_sl1000_mr15_nv10_17,1.0,0.6,0.75,1.0,0.6,0.75,1.0,0.6,0.75
SIR01_sl1000_mr15_nv10_18,0.868,0.478,0.617,0.884,0.551,0.679,0.923,0.522,0.667
SIR01_sl1000_mr15_nv10_19,1.0,0.333,0.5,1.0,0.333,0.5,1.0,0.556,0.714
SIR01_sl1000_mr15_nv10_20,0.8,0.444,0.571,0.833,0.556,0.667,0.857,0.667,0.75
SIR01_sl1000_mr15_nv10_3,0.939,0.525,0.674,0.943,0.559,0.702,0.949,0.627,0.755
SIR01_sl1000_mr15_nv10_5,1.0,0.5,0.667,1.0,0.6,0.75,1.0,0.6,0.75
SIR01_sl1000_mr15_nv10_6,1.0,0.571,0.727,1.0,0.571,0.727,1.0,0.714,0.833
SIR01_sl1000_mr15_nv10_7,0.968,0.6,0.741,0.968,0.6,0.741,0.968,0.6,0.741
SIR01_sl1000_mr15_nv10_8,1.0,0.3,0.462,1.0,0.3,0.462,1.0,0.7,0.824
SIR01_sl1000_mr15_nv10_9,0.727,0.381,0.5,0.75,0.429,0.545,0.706,0.571,0.632
SIR01_sl1000_mr15_nv20_1,0.84,0.656,0.737,0.84,0.656,0.737,0.87,0.625,0.727
SIR01_sl1000_mr15_nv20_10,0.857,0.462,0.6,0.875,0.538,0.667,1.0,0.462,0.632
SIR01_sl1000_mr15_nv20_11,0.943,0.559,0.702,0.949,0.627,0.755,0.913,0.712,0.8
SIR01_sl1000_mr15_nv20_12,1.0,0.267,0.421,1.0,0.4,0.571,1.0,0.4,0.571
SIR01_sl1000_mr15_nv20_13,1.0,0.5,0.667,1.0,0.5,0.667,0.75,0.5,0.6
SIR01_sl1000_mr15_nv20_14,1.0,0.4,0.571,1.0,0.4,0.571,0.667,0.4,0.5
SIR01_sl1000_mr15_nv20_15,0.8,0.286,0.421,0.833,0.357,0.5,0.833,0.357,0.5
SIR01_sl1000_mr15_nv20_16,0.875,0.333,0.483,0.923,0.571,0.706,1.0,0.429,0.6
SIR01_sl1000_mr15_nv20_17,0.857,0.429,0.571,0.875,0.5,0.636,0.889,0.571,0.696
SIR01_sl1000_mr15_nv20_18,1.0,0.5,0.667,1.0,0.6,0.75,0.947,0.6,0.735
SIR01_sl1000_mr15_nv20_19,1.0,0.686,0.814,1.0,0.706,0.828,0.976,0.804,0.882
SIR01_sl1000_mr15_nv20_2,1.0,0.4,0.571,1.0,0.4,0.571,1.0,0.4,0.571
SIR01_sl1000_mr15_nv20_20,1.0,0.5,0.667,1.0,0.571,0.727,1.0,0.857,0.923
SIR01_sl1000_mr15_nv20_3,1.0,0.4,0.571,1.0,0.4,0.571,1.0,0.4,0.571
SIR01_sl1000_mr15_nv20_4,0.896,0.623,0.735,0.898,0.638,0.746,0.957,0.652,0.776
SIR01_sl1000_mr15_nv20_5,0.75,0.6,0.667,0.75,0.6,0.667,0.7,0.7,0.7
SIR01_sl1000_mr15_nv20_6,1.0,0.75,0.857,1.0,0.75,0.857,0.875,0.875,0.875
SIR01_sl1000_mr15_nv20_7,1.0,0.643,0.783,1.0,0.679,0.809,1.0,0.643,0.783
SIR01_sl1000_mr15_nv20_8,0.972,0.729,0.833,0.973,0.75,0.847,0.971,0.688,0.805
SIR01_sl1000_mr15_nv20_9,0.944,0.654,0.773,0.947,0.692,0.8,0.941,0.615,0.744
SIR01_sl1000_mr15_nv5_1,0.8,0.286,0.421,0.857,0.429,0.571,0.909,0.357,0.513
SIR01_sl1000_mr15_nv5_10,1.0,0.727,0.842,1.0,0.727,0.842,1.0,0.727,0.842
SIR01_sl1000_mr15_nv5_11,0.75,0.333,0.462,0.75,0.333,0.462,0.667,0.444,0.533
SIR01_sl1000_mr15_nv5_12,0.875,0.304,0.452,0.909,0.435,0.588,0.909,0.435,0.588
SIR01_sl1000_mr15_nv5_13,0.9,0.562,0.692,0.833,0.625,0.714,0.909,0.625,0.741
SIR01_sl1000_mr15_nv5_14,0.929,0.591,0.722,0.933,0.636,0.757,0.929,0.591,0.722
SIR01_sl1000_mr15_nv5_15,0.786,0.489,0.603,0.793,0.511,0.622,0.867,0.578,0.693
SIR01_sl1000_mr15_nv5_16,1.0,0.111,0.2,1.0,0.111,0.2,1.0,0.111,0.2
SIR01_sl1000_mr15_nv5_17,1.0,0.5,0.667,1.0,0.5,0.667,0.857,0.75,0.8
SIR01_sl1000_mr15_nv5_18,0.667,0.444,0.533,0.714,0.556,0.625,1.0,0.778,0.875
SIR01_sl1000_mr15_nv5_19,0.812,0.619,0.703,0.812,0.619,0.703,0.857,0.571,0.686
SIR01_sl1000_mr15_nv5_2,0.792,0.543,0.644,0.792,0.543,0.644,0.889,0.457,0.604
SIR01_sl1000_mr15_nv5_20,0.75,0.353,0.48,0.778,0.412,0.538,0.9,0.529,0.667
SIR01_sl1000_mr15_nv5_3,0.667,0.222,0.333,0.75,0.333,0.462,0.571,0.444,0.5
SIR01_sl1000_mr15_nv5_4,0.917,0.44,0.595,0.917,0.44,0.595,1.0,0.4,0.571
SIR01_sl1000_mr15_nv5_5,0.667,0.364,0.471,0.667,0.364,0.471,0.75,0.273,0.4
SIR01_sl1000_mr15_nv5_6,1.0,0.304,0.467,1.0,0.304,0.467,1.0,0.435,0.606
SIR01_sl1000_mr15_nv5_7,1.0,0.375,0.545,1.0,0.375,0.545,1.0,0.375,0.545
SIR01_sl1000_mr15_nv5_8,1.0,0.25,0.4,1.0,0.25,0.4,1.0,0.25,0.4
